word,comparative,superlative,adverb,nom_sg_masc,gen_sg_masc,dat_sg_masc,acc_sg_masc,abl_sg_masc,nom_sg_fem,gen_sg_fem,dat_sg_fem,acc_sg_fem,abl_sg_fem,nom_sg_neut,gen_sg_neut,dat_sg_neut,acc_sg_neut,abl_sg_neut,nom_pl_masc,gen_pl_masc,dat_pl_masc,acc_pl_masc,abl_pl_masc,nom_pl_fem,gen_pl_fem,dat_pl_fem,acc_pl_fem,abl_pl_fem,nom_pl_neut,gen_pl_neut,dat_pl_neut,acc_pl_neut,abl_pl_neut
communis,communior,communissimus,communiter,communis,communis,communi,communem,communi,communis,communis,communi,communem,communi,commune,communis,communi,commune,communi,communes,communium,communibus,communis,communibus,communes,communium,communibus,communis,communibus,communia,communium,communibus,communia,communibus
potis,potior,potissimus,potiter,potis,potis,poti,potem,poti,potis,potis,poti,potem,poti,pote,potis,poti,pote,poti,potes,potium,potibus,potis,potibus,potes,potium,potibus,potis,potibus,potia,potium,potibus,potia,potibus
formus,formior,formissimus,forme,formus,formi,formo,formum,formo,forma,formae,formae,formam,forma,formum,formi,formo,formum,formo,formi,formorum,formis,formos,formis,formae,formarum,formis,formas,formis,forma,formorum,formis,forma,formis
supinus,supinior,supinissimus,supine,supinus,supini,supino,supinum,supino,supina,supinae,supinae,supinam,supina,supinum,supini,supino,supinum,supino,supini,supinorum,supinis,supinos,supinis,supinae,supinarum,supinis,supinas,supinis,supina,supinorum,supinis,supina,supinis
consonus,consonior,consonissimus,consone,consonus,consoni,consono,consonum,consono,consona,consonae,consonae,consonam,consona,consonum,consoni,consono,consonum,consono,consoni,consonorum,consonis,consonos,consonis,consonae,consonarum,consonis,consonas,consonis,consona,consonorum,consonis,consona,consonis
cunctus,cunctior,cunctissimus,cuncte,cunctus,cuncti,cuncto,cunctum,cuncto,cuncta,cunctae,cunctae,cunctam,cuncta,cunctum,cuncti,cuncto,cunctum,cuncto,cuncti,cunctorum,cunctis,cunctos,cunctis,cunctae,cunctarum,cunctis,cunctas,cunctis,cuncta,cunctorum,cunctis,cuncta,cunctis
compos,compotior,compotissimus,compotiter,compos,compotis,compoti,compotem,compote,compos,compotis,compoti,compotem,compote,compos,compotis,compoti,compos,compote,compotes,compotum,compotibus,compotes,compotibus,compotes,compotum,compotibus,compotes,compotibus,-,compotum,compotibus,-,compotibus
nuncupativus,nuncupativior,nuncupativissimus,nuncupative,nuncupativus,nuncupativi,nuncupativo,nuncupativum,nuncupativo,nuncupativa,nuncupativae,nuncupativae,nuncupativam,nuncupativa,nuncupativum,nuncupativi,nuncupativo,nuncupativum,nuncupativo,nuncupativi,nuncupativorum,nuncupativis,nuncupativos,nuncupativis,nuncupativae,nuncupativarum,nuncupativis,nuncupativas,nuncupativis,nuncupativa,nuncupativorum,nuncupativis,nuncupativa,nuncupativis
oratus,oratior,oratissimus,orate,oratus,orati,orato,oratum,orato,orata,oratae,oratae,oratam,orata,oratum,orati,orato,oratum,orato,orati,oratorum,oratis,oratos,oratis,oratae,oratarum,oratis,oratas,oratis,orata,oratorum,oratis,orata,oratis
ovatus,ovatior,ovatissimus,ovate,ovatus,ovati,ovato,ovatum,ovato,ovata,ovatae,ovatae,ovatam,ovata,ovatum,ovati,ovato,ovatum,ovato,ovati,ovatorum,ovatis,ovatos,ovatis,ovatae,ovatarum,ovatis,ovatas,ovatis,ovata,ovatorum,ovatis,ovata,ovatis
numerabilis,numerabilior,numerabilissimus,numerabiliter,numerabilis,numerabilis,numerabili,numerabilem,numerabili,numerabilis,numerabilis,numerabili,numerabilem,numerabili,numerabile,numerabilis,numerabili,numerabile,numerabili,numerabiles,numerabilium,numerabilibus,numerabilis,numerabilibus,numerabiles,numerabilium,numerabilibus,numerabilis,numerabilibus,numerabilia,numerabilium,numerabilibus,numerabilia,numerabilibus
subitus,subitior,subitissimus,subite,subitus,subiti,subito,subitum,subito,subita,subitae,subitae,subitam,subita,subitum,subiti,subito,subitum,subito,subiti,subitorum,subitis,subitos,subitis,subitae,subitarum,subitis,subitas,subitis,subita,subitorum,subitis,subita,subitis
saepis,saepior,saepissimus,saepe,saepis,saepis,saepi,saepem,saepi,saepis,saepis,saepi,saepem,saepi,saepe,saepis,saepi,saepe,saepi,saepes,saepium,saepibus,saepis,saepibus,saepes,saepium,saepibus,saepis,saepibus,saepia,saepium,saepibus,saepia,saepibus
fecundus,fecundior,fecundissimus,fecunde,fecundus,fecundi,fecundo,fecundum,fecundo,fecunda,fecundae,fecundae,fecundam,fecunda,fecundum,fecundi,fecundo,fecundum,fecundo,fecundi,fecundorum,fecundis,fecundos,fecundis,fecundae,fecundarum,fecundis,fecundas,fecundis,fecunda,fecundorum,fecundis,fecunda,fecundis
plebejus,plebejior,plebejissimus,plebeje,plebejus,plebeji,plebejo,plebejum,plebejo,plebeja,plebejae,plebejae,plebejam,plebeja,plebejum,plebeji,plebejo,plebejum,plebejo,plebeji,plebejorum,plebejis,plebejos,plebejis,plebejae,plebejarum,plebejis,plebejas,plebejis,plebeja,plebejorum,plebejis,plebeja,plebejis
simus,simior,simissimus,sime,simus,simi,simo,simum,simo,sima,simae,simae,simam,sima,simum,simi,simo,simum,simo,simi,simorum,simis,simos,simis,simae,simarum,simis,simas,simis,sima,simorum,simis,sima,simis
iactans,iactantior,iactantissimus,iactantter,iactans,iactantis,iactanti,iactantem,iactanti,iactans,iactantis,iactanti,iactantem,iactanti,iactans,iactantis,iactanti,iactans,iactanti,iactantes,iactantium,iactantibus,iactantis,iactantibus,iactantes,iactantium,iactantibus,iactantis,iactantibus,iactantia,iactantium,iactantibus,iactantia,iactantibus
possibilis,possibilior,possibilissimus,possibiliter,possibilis,possibilis,possibili,possibilem,possibili,possibilis,possibilis,possibili,possibilem,possibili,possibile,possibilis,possibili,possibile,possibili,possibiles,possibilium,possibilibus,possibilis,possibilibus,possibiles,possibilium,possibilibus,possibilis,possibilibus,possibilia,possibilium,possibilibus,possibilia,possibilibus
prudens,prudentior,prudentissimus,prudenter,prudens,prudentis,prudenti,prudentem,prudenti,prudens,prudentis,prudenti,prudentem,prudenti,prudens,prudentis,prudenti,prudens,prudenti,prudentes,prudentium,prudentibus,prudentes,prudentibus,prudentes,prudentium,prudentibus,prudentes,prudentibus,prudentia,prudentium,prudentibus,prudentia,prudentibus
infectus,infectior,infectissimus,infecte,infectus,infecti,infecto,infectum,infecto,infecta,infectae,infectae,infectam,infecta,infectum,infecti,infecto,infectum,infecto,infecti,infectorum,infectis,infectos,infectis,infectae,infectarum,infectis,infectas,infectis,infecta,infectorum,infectis,infecta,infectis
firmus,firmior,firmissimus,firmiter,firmus,firmi,firmo,firmum,firmo,firma,firmae,firmae,firmam,firma,firmum,firmi,firmo,firmum,firmo,firmi,firmorum,firmis,firmos,firmis,firmae,firmarum,firmis,firmas,firmis,firma,firmorum,firmis,firma,firmis
officinalis,officinalior,officinalissimus,officinaliter,officinalis,officinalis,officinali,officinalem,officinali,officinalis,officinalis,officinali,officinalem,officinali,officinale,officinalis,officinali,officinale,officinali,officinales,officinalium,officinalibus,officinalis,officinalibus,officinales,officinalium,officinalibus,officinalis,officinalibus,officinalia,officinalium,officinalibus,officinalia,officinalibus
bellipotens,bellipotentior,bellipotentissimus,bellipotentter,bellipotens,bellipotentis,bellipotenti,bellipotentem,bellipotenti,bellipotens,bellipotentis,bellipotenti,bellipotentem,bellipotenti,bellipotens,bellipotentis,bellipotenti,bellipotens,bellipotenti,bellipotentes,bellipotentium,bellipotentibus,bellipotentes,bellipotentibus,bellipotentes,bellipotentium,bellipotentibus,bellipotentes,bellipotentibus,bellipotentia,bellipotentium,bellipotentibus,bellipotentia,bellipotentibus
violaceus,violaceior,violaceissimus,violacee,violaceus,violacei,violaceo,violaceum,violaceo,violacea,violaceae,violaceae,violaceam,violacea,violaceum,violacei,violaceo,violaceum,violaceo,violacei,violaceorum,violaceis,violaceos,violaceis,violaceae,violacearum,violaceis,violaceas,violaceis,violacea,violaceorum,violaceis,violacea,violaceis
immortalis,immortalior,immortalissimus,immortaliter,immortalis,immortalis,immortali,immortalem,immortali,immortalis,immortalis,immortali,immortalem,immortali,immortale,immortalis,immortali,immortale,immortali,immortales,immortalium,immortalibus,immortalis,immortalibus,immortales,immortalium,immortalibus,immortalis,immortalibus,immortalia,immortalium,immortalibus,immortalia,immortalibus
universus,universior,universissimus,universe,universus,universi,universo,universum,universo,universa,universae,universae,universam,universa,universum,universi,universo,universum,universo,universi,universorum,universis,universos,universis,universae,universarum,universis,universas,universis,universa,universorum,universis,universa,universis
marinus,marinior,marinissimus,marine,marinus,marini,marino,marinum,marino,marina,marinae,marinae,marinam,marina,marinum,marini,marino,marinum,marino,marini,marinorum,marinis,marinos,marinis,marinae,marinarum,marinis,marinas,marinis,marina,marinorum,marinis,marina,marinis
patens,patentior,patentissimus,patentter,patens,patentis,patenti,patentem,patenti,patens,patentis,patenti,patentem,patenti,patens,patentis,patenti,patens,patenti,patentes,patentium,patentibus,patentis,patentibus,patentes,patentium,patentibus,patentis,patentibus,patentia,patentium,patentibus,patentia,patentibus
futilis,futilior,futilissimus,futile,futilis,futilis,futili,futilem,futili,futilis,futilis,futili,futilem,futili,futile,futilis,futili,futile,futili,futiles,futilium,futilibus,futilis,futilibus,futiles,futilium,futilibus,futilis,futilibus,futilia,futilium,futilibus,futilia,futilibus
umidus,umidior,umidissimus,umide,umidus,umidi,umido,umidum,umido,umida,umidae,umidae,umidam,umida,umidum,umidi,umido,umidum,umido,umidi,umidorum,umidis,umidos,umidis,umidae,umidarum,umidis,umidas,umidis,umida,umidorum,umidis,umida,umidis
hebes,hebetior,hebetissimus,hebetiter,hebes,hebetis,hebeti,hebetem,hebeti,hebes,hebetis,hebeti,hebetem,hebeti,hebes,hebetis,hebeti,hebes,hebeti,hebetes,hebetium,hebetibus,hebetes,hebetibus,hebetes,hebetium,hebetibus,hebetes,hebetibus,hebetia,hebetium,hebetibus,hebetia,hebetibus
longinquus,longinquior,longinquissimus,longinque,longinquus,longinqui,longinquo,longinquum,longinquo,longinqua,longinquae,longinquae,longinquam,longinqua,longinquum,longinqui,longinquo,longinquum,longinquo,longinqui,longinquorum,longinquis,longinquos,longinquis,longinquae,longinquarum,longinquis,longinquas,longinquis,longinqua,longinquorum,longinquis,longinqua,longinquis
ancus,ancior,ancissimus,ance,ancus,anci,anco,ancum,anco,anca,ancae,ancae,ancam,anca,ancum,anci,anco,ancum,anco,anci,ancorum,ancis,ancos,ancis,ancae,ancarum,ancis,ancas,ancis,anca,ancorum,ancis,anca,ancis
presens,presentior,presentissimus,presentter,presens,presentis,presenti,presentem,presenti,presens,presentis,presenti,presentem,presenti,presens,presentis,presenti,presens,presenti,presentes,presentium,presentibus,presentes,presentibus,presentes,presentium,presentibus,presentes,presentibus,presentia,presentium,presentibus,presentia,presentibus
lasarpicifer,lasarpiciferior,lasarpiciferrimus,lasarpicifere,lasarpicifer,lasarpiciferi,lasarpicifero,lasarpiciferum,lasarpicifero,lasarpicifera,lasarpiciferae,lasarpiciferae,lasarpiciferam,lasarpicifera,lasarpiciferum,lasarpiciferi,lasarpicifero,lasarpiciferum,lasarpicifero,lasarpiciferi,lasarpiciferorum,lasarpiciferis,lasarpiciferos,lasarpiciferis,lasarpiciferae,lasarpiciferarum,lasarpiciferis,lasarpiciferas,lasarpiciferis,lasarpicifera,lasarpiciferorum,lasarpiciferis,lasarpicifera,lasarpiciferis
pudicus,pudicior,pudicissimus,pudice,pudicus,pudici,pudico,pudicum,pudico,pudica,pudicae,pudicae,pudicam,pudica,pudicum,pudici,pudico,pudicum,pudico,pudici,pudicorum,pudicis,pudicos,pudicis,pudicae,pudicarum,pudicis,pudicas,pudicis,pudica,pudicorum,pudicis,pudica,pudicis
aetherius,aetheriior,aetheriissimus,aetherie,aetherius,aetherii,aetherio,aetherium,aetherio,aetheria,aetheriae,aetheriae,aetheriam,aetheria,aetherium,aetherii,aetherio,aetherium,aetherio,aetherii,aetheriorum,aetheriis,aetherios,aetheriis,aetheriae,aetheriarum,aetheriis,aetherias,aetheriis,aetheria,aetheriorum,aetheriis,aetheria,aetheriis
avidus,avidior,avidissimus,avide,avidus,avidi,avido,avidum,avido,avida,avidae,avidae,avidam,avida,avidum,avidi,avido,avidum,avido,avidi,avidorum,avidis,avidos,avidis,avidae,avidarum,avidis,avidas,avidis,avida,avidorum,avidis,avida,avidis
dapsilis,dapsilior,dapsilissimus,dapsiliter,dapsilis,dapsilis,dapsili,dapsilem,dapsili,dapsilis,dapsilis,dapsili,dapsilem,dapsili,dapsile,dapsilis,dapsili,dapsile,dapsili,dapsiles,dapsilium,dapsilibus,dapsilis,dapsilibus,dapsiles,dapsilium,dapsilibus,dapsilis,dapsilibus,dapsilia,dapsilium,dapsilibus,dapsilia,dapsilibus
ambrosius,ambrosiior,ambrosiissimus,ambrosie,ambrosius,ambrosii,ambrosio,ambrosium,ambrosio,ambrosia,ambrosiae,ambrosiae,ambrosiam,ambrosia,ambrosium,ambrosii,ambrosio,ambrosium,ambrosio,ambrosii,ambrosiorum,ambrosiis,ambrosios,ambrosiis,ambrosiae,ambrosiarum,ambrosiis,ambrosias,ambrosiis,ambrosia,ambrosiorum,ambrosiis,ambrosia,ambrosiis
supernus,supernior,supernissimus,superne,supernus,superni,superno,supernum,superno,superna,supernae,supernae,supernam,superna,supernum,superni,superno,supernum,superno,superni,supernorum,supernis,supernos,supernis,supernae,supernarum,supernis,supernas,supernis,superna,supernorum,supernis,superna,supernis
decretorius,decretoriior,decretoriissimus,decretorie,decretorius,decretorii,decretorio,decretorium,decretorio,decretoria,decretoriae,decretoriae,decretoriam,decretoria,decretorium,decretorii,decretorio,decretorium,decretorio,decretorii,decretoriorum,decretoriis,decretorios,decretoriis,decretoriae,decretoriarum,decretoriis,decretorias,decretoriis,decretoria,decretoriorum,decretoriis,decretoria,decretoriis
araneosus,araneosior,araneosissimus,araneose,araneosus,araneosi,araneoso,araneosum,araneoso,araneosa,araneosae,araneosae,araneosam,araneosa,araneosum,araneosi,araneoso,araneosum,araneoso,araneosi,araneosorum,araneosis,araneosos,araneosis,araneosae,araneosarum,araneosis,araneosas,araneosis,araneosa,araneosorum,araneosis,araneosa,araneosis
apostolicus,apostolicior,apostolicissimus,apostolice,apostolicus,apostolici,apostolico,apostolicum,apostolico,apostolica,apostolicae,apostolicae,apostolicam,apostolica,apostolicum,apostolici,apostolico,apostolicum,apostolico,apostolici,apostolicorum,apostolicis,apostolicos,apostolicis,apostolicae,apostolicarum,apostolicis,apostolicas,apostolicis,apostolica,apostolicorum,apostolicis,apostolica,apostolicis
saburralis,saburralior,saburralissimus,saburraliter,saburralis,saburralis,saburrali,saburralem,saburrali,saburralis,saburralis,saburrali,saburralem,saburrali,saburrale,saburralis,saburrali,saburrale,saburrali,saburrales,saburralium,saburralibus,saburralis,saburralibus,saburrales,saburralium,saburralibus,saburralis,saburralibus,saburralia,saburralium,saburralibus,saburralia,saburralibus
bellicus,bellicior,bellicissimus,bellice,bellicus,bellici,bellico,bellicum,bellico,bellica,bellicae,bellicae,bellicam,bellica,bellicum,bellici,bellico,bellicum,bellico,bellici,bellicorum,bellicis,bellicos,bellicis,bellicae,bellicarum,bellicis,bellicas,bellicis,bellica,bellicorum,bellicis,bellica,bellicis
saccarius,saccariior,saccariissimus,saccarie,saccarius,saccarii,saccario,saccarium,saccario,saccaria,saccariae,saccariae,saccariam,saccaria,saccarium,saccarii,saccario,saccarium,saccario,saccarii,saccariorum,saccariis,saccarios,saccariis,saccariae,saccariarum,saccariis,saccarias,saccariis,saccaria,saccariorum,saccariis,saccaria,saccariis
iudaeicus,iudaeicior,iudaeicissimus,iudaeice,iudaeicus,iudaeici,iudaeico,iudaeicum,iudaeico,iudaeica,iudaeicae,iudaeicae,iudaeicam,iudaeica,iudaeicum,iudaeici,iudaeico,iudaeicum,iudaeico,iudaeici,iudaeicorum,iudaeicis,iudaeicos,iudaeicis,iudaeicae,iudaeicarum,iudaeicis,iudaeicas,iudaeicis,iudaeica,iudaeicorum,iudaeicis,iudaeica,iudaeicis
saevus,saevior,saevissimus,saeve,saevus,saevi,saevo,saevum,saevo,saeva,saevae,saevae,saevam,saeva,saevum,saevi,saevo,saevum,saevo,saevi,saevorum,saevis,saevos,saevis,saevae,saevarum,saevis,saevas,saevis,saeva,saevorum,saevis,saeva,saevis
personalis,personalior,personalissimus,personaliter,personalis,personalis,personali,personalem,personali,personalis,personalis,personali,personalem,personali,personale,personalis,personali,personale,personali,personales,personalium,personalibus,personalis,personalibus,personales,personalium,personalibus,personalis,personalibus,personalia,personalium,personalibus,personalia,personalibus
agrestis,agrestior,agrestissimus,agrestiter,agrestis,agrestis,agresti,agrestem,agresti,agrestis,agrestis,agresti,agrestem,agresti,agreste,agrestis,agresti,agreste,agresti,agrestes,agrestium,agrestibus,agrestis,agrestibus,agrestes,agrestium,agrestibus,agrestis,agrestibus,agrestia,agrestium,agrestibus,agrestia,agrestibus
alacer,alacrior,alacerrimus,alacre,alacer,alacris,alacri,alacrem,alacri,alacris,alacris,alacri,alacrem,alacri,alacre,alacris,alacri,alacre,alacri,alacres,alacrium,alacribus,alacres,alacribus,alacres,alacrium,alacribus,alacres,alacribus,alacria,alacrium,alacribus,alacria,alacribus
votivus,votivior,votivissimus,votive,votivus,votivi,votivo,votivum,votivo,votiva,votivae,votivae,votivam,votiva,votivum,votivi,votivo,votivum,votivo,votivi,votivorum,votivis,votivos,votivis,votivae,votivarum,votivis,votivas,votivis,votiva,votivorum,votivis,votiva,votivis
placidus,placidior,placidissimus,placide,placidus,placidi,placido,placidum,placido,placida,placidae,placidae,placidam,placida,placidum,placidi,placido,placidum,placido,placidi,placidorum,placidis,placidos,placidis,placidae,placidarum,placidis,placidas,placidis,placida,placidorum,placidis,placida,placidis
capillatus,capillatior,capillatissimus,capillate,capillatus,capillati,capillato,capillatum,capillato,capillata,capillatae,capillatae,capillatam,capillata,capillatum,capillati,capillato,capillatum,capillato,capillati,capillatorum,capillatis,capillatos,capillatis,capillatae,capillatarum,capillatis,capillatas,capillatis,capillata,capillatorum,capillatis,capillata,capillatis
verecundus,verecundior,verecundissimus,verecunde,verecundus,verecundi,verecundo,verecundum,verecundo,verecunda,verecundae,verecundae,verecundam,verecunda,verecundum,verecundi,verecundo,verecundum,verecundo,verecundi,verecundorum,verecundis,verecundos,verecundis,verecundae,verecundarum,verecundis,verecundas,verecundis,verecunda,verecundorum,verecundis,verecunda,verecundis
turgidus,turgidior,turgidissimus,turgide,turgidus,turgidi,turgido,turgidum,turgido,turgida,turgidae,turgidae,turgidam,turgida,turgidum,turgidi,turgido,turgidum,turgido,turgidi,turgidorum,turgidis,turgidos,turgidis,turgidae,turgidarum,turgidis,turgidas,turgidis,turgida,turgidorum,turgidis,turgida,turgidis
valetudinarius,valetudinariior,valetudinariissimus,valetudinarie,valetudinarius,valetudinarii,valetudinario,valetudinarium,valetudinario,valetudinaria,valetudinariae,valetudinariae,valetudinariam,valetudinaria,valetudinarium,valetudinarii,valetudinario,valetudinarium,valetudinario,valetudinarii,valetudinariorum,valetudinariis,valetudinarios,valetudinariis,valetudinariae,valetudinariarum,valetudinariis,valetudinarias,valetudinariis,valetudinaria,valetudinariorum,valetudinariis,valetudinaria,valetudinariis
sacceus,sacceior,sacceissimus,saccee,sacceus,saccei,sacceo,sacceum,sacceo,saccea,sacceae,sacceae,sacceam,saccea,sacceum,saccei,sacceo,sacceum,sacceo,saccei,sacceorum,sacceis,sacceos,sacceis,sacceae,saccearum,sacceis,sacceas,sacceis,saccea,sacceorum,sacceis,saccea,sacceis
